KPI,Formula,Description,Counters,CountersDescription,Access Type,System Area,Node Type,Measure,Measure Type,GSM Access Type,LTE Access Type,NR Access Type,WCDMA Access Type,Complexity,Custom Where Clause Condition,Custom Keys,SQL Operator,Mapping Columns,Category
TPS KPI in CCSM (CCSM TPS),((DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_requests_recv+DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_requests_recv+DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_requests_recv+DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_requests_recv+DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_requests_recv+DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_requests_recv+DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_requests_recv+DC_E_CCSM_UDM_NUDM_MT_RAW.eric_udm_nudm_mt_requests_recv+DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_requests_recv+DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_requests_recv+DC_E_CCSM_UDM_UMTS_UEAU_RAW.eric_udm_umts_ueau_requests_recv)+(DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_requests_recv)+(DC_E_CCSM_EIR_N5G_EIR_EIC_RAW.eric_eir_n5g_eir_eic_requests_recv+DC_E_CCSM_EIR_DIAMETER_EIR_EIC_RAW.eric_eir_diameter_eir_eic_requests_recv)+(DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_requests_recv+DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_pur_requests_recv+DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_requests_recv+DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_nor_requests_recv)+(DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_snr_requests_recv +DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_udr_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_pur_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_lir_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_mar_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_sar_requests_recv+DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_uar_requests_recv))/(PERIOD_DURATION*60),,"DC_E_CCSM_UDM_NUDM_UEAU_RAW.eric_udm_nudm_ueau_requests_recv,DC_E_CCSM_UDM_NUDM_UECM_RAW.eric_udm_nudm_uecm_requests_recv,DC_E_CCSM_UDM_NUDM_SDM_RAW.eric_udm_nudm_sdm_requests_recv,DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_requests_recv,DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_requests_recv,DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_requests_recv,DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_requests_recv,DC_E_CCSM_UDM_NUDM_MT_RAW.eric_udm_nudm_mt_requests_recv,DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_requests_recv,DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_requests_recv,DC_E_CCSM_UDM_UMTS_UEAU_RAW.eric_udm_umts_ueau_requests_recv,DC_E_CCSM_AUSF_NAUSF_AUTH_RAW.eric_ausf_nausf_auth_requests_recv,DC_E_CCSM_EIR_N5G_EIR_EIC_RAW.eric_eir_n5g_eir_eic_requests_recv,DC_E_CCSM_EIR_DIAMETER_EIR_EIC_RAW.eric_eir_diameter_eir_eic_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_air_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_pur_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_ulr_requests_recv,DC_E_CCSM_HSS_EPC_RAW.eric_hss_s6a_nor_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_snr_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_udr_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_sh_pur_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_lir_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_mar_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_sar_requests_recv,DC_E_CCSM_HSSIMS_RAW.eric_hssims_cx_uar_requests_recv ",,,Core,CCSM,TPS KPI in CCSM (CCSM TPS),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
Failure Ratio for Consumed Nudm-ueau Service in AUSF (AUSF UDM FR),100*(DC_E_CCSM_AUSF_NUDM_UEAU_RAW.eric_ausf_nudm_ueau_unsuccessful_responses_recv/DC_E_CCSM_AUSF_NUDM_UEAU_RAW.eric_ausf_nudm_ueau_requests_sent),,"DC_E_CCSM_AUSF_NUDM_UEAU_RAW.eric_ausf_nudm_ueau_unsuccessful_responses_recv,DC_E_CCSM_AUSF_NUDM_UEAU_RAW.eric_ausf_nudm_ueau_requests_sent",,,Core,CCSM,Failure Ratio for Consumed Nudm-ueau Service in AUSF (AUSF UDM FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Consumed Nudr-dr Service in UDM (UDM UDR as consumer FR),100*(DC_E_CCSM_UDM_NUDR_DR_RAW.eric_udm_nudr_dr_unsuccessful_responses_recv/DC_E_CCSM_UDM_NUDR_DR_RAW.eric_udm_nudr_dr_requests_sent),,"DC_E_CCSM_UDM_NUDR_DR_RAW.eric_udm_nudr_dr_unsuccessful_responses_recv,DC_E_CCSM_UDM_NUDR_DR_RAW.eric_udm_nudr_dr_requests_sent",,,Core,CCSM,Failure Ratio for Consumed Nudr-dr Service in UDM (UDM UDR as consumer FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Consumed Ncudr-gud-dr Service in EIR (EIR UDR FR),100*(DC_E_CCSM_EIR_NCUDR_GUD_DR_RAW.eric_eir_ncudr_gud_dr_unsuccessful_responses_recv/DC_E_CCSM_EIR_NCUDR_GUD_DR_RAW.eric_eir_ncudr_gud_dr_requests_sent),,"DC_E_CCSM_EIR_NCUDR_GUD_DR_RAW.eric_eir_ncudr_gud_dr_unsuccessful_responses_recv,DC_E_CCSM_EIR_NCUDR_GUD_DR_RAW.eric_eir_ncudr_gud_dr_requests_sent",,,Core,CCSM,Failure Ratio for Consumed Ncudr-gud-dr Service in EIR (EIR UDR FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Traffic Influence Service,100*(DC_E_CCES_NEF_NNEF_TRAFFICINF_RAW.eric_nef_nnef_trafficinfluence_unsuccessful_responses_sent/DC_E_CCES_NEF_NNEF_TRAFFICINF_RAW.eric_nef_nnef_trafficinfluence_requests_recv),,"DC_E_CCES_NEF_NNEF_TRAFFICINF_RAW.eric_nef_nnef_trafficinfluence_unsuccessful_responses_sent,DC_E_CCES_NEF_NNEF_TRAFFICINF_RAW.eric_nef_nnef_trafficinfluence_requests_recv",,,Core,CCES,Failure Ratio for Traffic Influence Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Background Data Transfer Service,100*(DC_E_CCES_NEF_NNEF_BDTPNEG_RAW.eric_nef_nnef_bdtpnegotiation_unsuccessful_responses_sent/DC_E_CCES_NEF_NNEF_BDTPNEG_RAW.eric_nef_nnef_bdtpnegotiation_requests_recv),,"DC_E_CCES_NEF_NNEF_BDTPNEG_RAW.eric_nef_nnef_bdtpnegotiation_unsuccessful_responses_sent,DC_E_CCES_NEF_NNEF_BDTPNEG_RAW.eric_nef_nnef_bdtpnegotiation_requests_recv",,,Core,CCES,Failure Ratio for Background Data Transfer Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Chargeable Party Service,100*(DC_E_CCES_NEF_NNEF_CHARG_RAW.eric_nef_nnef_chargeableparty_unsuccessful_responses_sent/DC_E_CCES_NEF_NNEF_CHARG_RAW.eric_nef_nnef_chargeableparty_requests_recv),,"DC_E_CCES_NEF_NNEF_CHARG_RAW.eric_nef_nnef_chargeableparty_unsuccessful_responses_sent,DC_E_CCES_NEF_NNEF_CHARG_RAW.eric_nef_nnef_chargeableparty_requests_recv",,,Core,CCES,Failure Ratio for Chargeable Party Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Quality of Service (QoS) Service,100*(DC_E_CCES_NEF_NNEF_AFSESSWITHQOS_RAW.eric_nef_nnef_afsessionwithqos_unsuccessful_responses_sent/DC_E_CCES_NEF_NNEF_AFSESSWITHQOS_RAW.eric_nef_nnef_afsessionwithqos_requests_recv),,"DC_E_CCES_NEF_NNEF_AFSESSWITHQOS_RAW.eric_nef_nnef_afsessionwithqos_unsuccessful_responses_sent,DC_E_CCES_NEF_NNEF_AFSESSWITHQOS_RAW.eric_nef_nnef_afsessionwithqos_requests_recv",,,Core,CCES,Failure Ratio for Quality of Service (QoS) Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Event Exposure Service,100*(DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nnef_eventexposure_unsuccessful_responses_sent/DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nnef_eventexposure_requests_recv),,"DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nnef_eventexposure_unsuccessful_responses_sent,DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nnef_eventexposure_requests_recv",,,Core,CCES,Failure Ratio for Event Exposure Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for API Proxy Service,100*(DC_E_CCES_APIGM_APIPROXY_RAW.eric_apigm_apiproxy_inbound_failure_transaction/DC_E_CCES_APIGM_APIPROXY_RAW.eric_apigm_apiproxy_requests_recv),,"DC_E_CCES_APIGM_APIPROXY_RAW.eric_apigm_apiproxy_inbound_failure_transaction,DC_E_CCES_APIGM_APIPROXY_RAW.eric_apigm_apiproxy_requests_recv",,,Core,CCES,Failure Ratio for API Proxy Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
TPS KPI for Traffic Influence Service,DC_E_CCES_NEF_NNEF_TRAFFICINF_RAW.eric_nef_nnef_trafficinfluence_requests_recv/(PERIOD_DURATION*60),,DC_E_CCES_NEF_NNEF_TRAFFICINF_RAW.eric_nef_nnef_trafficinfluence_requests_recv,,,Core,CCES,TPS KPI for Traffic Influence Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for Background Data Transfer Service,DC_E_CCES_NEF_NNEF_BDTPNEG_RAW.eric_nef_nnef_bdtpnegotiation_requests_recv/(PERIOD_DURATION*60),,DC_E_CCES_NEF_NNEF_BDTPNEG_RAW.eric_nef_nnef_bdtpnegotiation_requests_recv,,,Core,CCES,TPS KPI for Background Data Transfer Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for Chargeable Party Service,DC_E_CCES_NEF_NNEF_CHARG_RAW.eric_nef_nnef_chargeableparty_requests_recv/(PERIOD_DURATION*60),,DC_E_CCES_NEF_NNEF_CHARG_RAW.eric_nef_nnef_chargeableparty_requests_recv,,,Core,CCES,TPS KPI for Chargeable Party Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for Quality of Service (QoS) Service,DC_E_CCES_NEF_NNEF_AFSESSWITHQOS_RAW.eric_nef_nnef_afsessionwithqos_requests_recv/(PERIOD_DURATION*60),,DC_E_CCES_NEF_NNEF_AFSESSWITHQOS_RAW.eric_nef_nnef_afsessionwithqos_requests_recv,,,Core,CCES,TPS KPI for Quality of Service (QoS) Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for Event Exposure Service,DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nnef_eventexposure_requests_recv/(PERIOD_DURATION*60),,DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nnef_eventexposure_requests_recv,,,Core,CCES,TPS KPI for Event Exposure Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for API Proxy Service,DC_E_CCES_APIGM_APIPROXY_RAW.eric_apigm_apiproxy_requests_recv/(PERIOD_DURATION*60),,DC_E_CCES_APIGM_APIPROXY_RAW.eric_apigm_apiproxy_requests_recv,,,Core,CCES,TPS KPI for API Proxy Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
Failure Ratio for Consumed Nudm_EventExposure Service,100*(DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nudm_eventexposure_unsuccessful_responses_recv/DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nudm_eventexposure_requests_sent),,"DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nudm_eventexposure_unsuccessful_responses_recv,DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nudm_eventexposure_requests_sent",,,Core,CCES,Failure Ratio for Consumed Nudm_EventExposure Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
TPS KPI for Nudm_EventExposure Service,DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nudm_eventexposure_requests_sent/(PERIOD_DURATION*60),,DC_E_CCES_NEF_NNEF_EVENTEXPO_RAW.eric_nef_nudm_eventexposure_requests_sent,,,Core,CCES,TPS KPI for Nudm_EventExposure Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
SCP Ingress Requests [MPS],DC_E_SC_SCP_INGRESS_RAW.envoy_ingress_downstream_rq_total,,DC_E_SC_SCP_INGRESS_RAW.envoy_ingress_downstream_rq_total,,,Core,SC,SCP Ingress Requests [MPS],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
SCP Egress Requests [MPS],DC_E_SC_SCP_EGRESS_RAW.envoy_egress_upstream_rq_total,,DC_E_SC_SCP_EGRESS_RAW.envoy_egress_upstream_rq_total,,,Core,SC,SCP Egress Requests [MPS],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
SCP Load [%],DC_E_SC_SCP_SYSTEM_METRICS_RAW.scp_load_avg,,DC_E_SC_SCP_SYSTEM_METRICS_RAW.scp_load_avg,,,Core,SC,SCP Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF HTTP [TPS],DC_E_SC_NBSF_MANAGEMENT_RAW.bsf_in_requests_total,,DC_E_SC_NBSF_MANAGEMENT_RAW.bsf_in_requests_total,,,Core,SC,BSF HTTP [TPS],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF Diameter [TPS],DC_E_SC_DIAMETER_KPIS_RAW.Diameter_TransTerm_Ordered,,DC_E_SC_DIAMETER_KPIS_RAW.Diameter_TransTerm_Ordered,,,Core,SC,BSF Diameter [TPS],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF Load [%],DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_load_avg,,DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_load_avg,,,Core,SC,BSF Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF Worker Load [%],DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_worker_load_avg,,DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_worker_load_avg,,,Core,SC,BSF Worker Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF Wide Column Database Load [%],DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_cassandra_load_avg,,DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_cassandra_load_avg,,,Core,SC,BSF Wide Column Database Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF DSL Load [%],DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_dsl_load_avg,,DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_dsl_load_avg,,,Core,SC,BSF DSL Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF FE Diameter Load [%],DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_fe_diameter_load_avg,,DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_fe_diameter_load_avg,,,Core,SC,BSF FE Diameter Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF Diameter Load [%],DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_diameter_load_avg,,DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_diameter_load_avg,,,Core,SC,BSF Diameter Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
BSF Proxy GRPC Diameter Load [%],DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_proxy_grpc_diameter_load_avg,,DC_E_SC_BSF_SYSTEM_METRICS_RAW.bsf_proxy_grpc_diameter_load_avg,,,Core,SC,BSF Proxy GRPC Diameter Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
SEPP Egress Requests [MPS],DC_E_SC_SEPP_EGRESS_RAW.envoy_egress_upstream_rq_total,,DC_E_SC_SEPP_EGRESS_RAW.envoy_egress_upstream_rq_total,,,Core,SC,SEPP Egress Requests [MPS],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
SEPP Ingress Requests [MPS],DC_E_SC_SEPP_INGRESS_RAW.envoy_ingress_downstream_rq_total,,DC_E_SC_SEPP_INGRESS_RAW.envoy_ingress_downstream_rq_total,,,Core,SC,SEPP Ingress Requests [MPS],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
SEPP Load [%],DC_E_SC_SEPP_SYSTEM_METRICS_RAW.sepp_load_avg,,DC_E_SC_SEPP_SYSTEM_METRICS_RAW.sepp_load_avg,,,Core,SC,SEPP Load [%],KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for NRFAgent Discovery Service-Service Provider,(100*(DC_E_NRFAGENT_DISC_RAW.eric_nrfagent_discovery_unsuccessful_responses_sent/DC_E_NRFAGENT_DISC_RAW.eric_nrfagent_discovery_requests_recv)),,"DC_E_NRFAGENT_DISC_RAW.eric_nrfagent_discovery_unsuccessful_responses_sent,DC_E_NRFAGENT_DISC_RAW.eric_nrfagent_discovery_requests_recv",,,Core,CCRC,Failure Ratio for NRFAgent Discovery Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
TPS KPI for NRFAgent Discovery Service-Service Provider,((DC_E_NRFAGENT_DISC_RAW.eric_nrfagent_discovery_requests_recv)/(PERIOD_DURATION*60)),,DC_E_NRFAGENT_DISC_RAW.eric_nrfagent_discovery_requests_recv,,,Core,CCRC,TPS KPI for NRFAgent Discovery Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
TPS KPI for NRFAgent Notify Service,((DC_E_NRFAGENT_NNRF_NFM_RAW.eric_nrfagent_nnrf_nfm_requests_recv)/(PERIOD_DURATION*60)),,DC_E_NRFAGENT_NNRF_NFM_RAW.eric_nrfagent_nnrf_nfm_requests_recv,,,Core,CCRC,TPS KPI for NRFAgent Notify Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
Failure Ratio for NRFAgent Discovery Service-Service Consumer,(100*(DC_E_NRFAGENT_NNRF_DISC_RAW.eric_nrfagent_nnrf_disc_unsuccessful_responses_recv/DC_E_NRFAGENT_NNRF_DISC_RAW.eric_nrfagent_nnrf_disc_requests_sent)),,"DC_E_NRFAGENT_NNRF_DISC_RAW.eric_nrfagent_nnrf_disc_unsuccessful_responses_recv,DC_E_NRFAGENT_NNRF_DISC_RAW.eric_nrfagent_nnrf_disc_requests_sent",,,Core,CCRC,Failure Ratio for NRFAgent Discovery Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
TPS KPI for NRFAgent Discovery Service-Service Consumer,((DC_E_NRFAGENT_NNRF_DISC_RAW.eric_nrfagent_nnrf_disc_requests_sent)/(PERIOD_DURATION*60)),,DC_E_NRFAGENT_NNRF_DISC_RAW.eric_nrfagent_nnrf_disc_requests_sent,,,Core,CCRC,TPS KPI for NRFAgent Discovery Service,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE,PERIOD_DURATION",,,
Failure Ratio for Nbsf MNG,100*(DC_E_CCPC_PCF_NBSF_MNGMT_RAW.eric_pcf_nbsf_management_unsuccessful_responses_recv/DC_E_CCPC_PCF_NBSF_MNGMT_RAW.eric_pcf_nbsf_management_requests_sent),,"DC_E_CCPC_PCF_NBSF_MNGMT_RAW.eric_pcf_nbsf_management_unsuccessful_responses_recv,DC_E_CCPC_PCF_NBSF_MNGMT_RAW.eric_pcf_nbsf_management_requests_sent",,,Core,CCPC,Failure Ratio for Nbsf MNG,KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Event Exposure Service (UDM EE FR),100*(DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_unsuccessful_responses_sent/DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_requests_recv),,"DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_EE_RAW.eric_udm_nudm_ee_requests_recv",,,Core,CCSM,Failure Ratio for Event Exposure Service (UDM EE FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Voice Service (UDM VOICE FR),100*(DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_unsuccessful_responses_sent/DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_requests_recv),,"DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_VOICE_UECM_RAW.eric_udm_nudm_voice_uecm_requests_recv",,,Core,CCSM,Failure Ratio for Voice Service (UDM VOICE FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Irat4g5g service (UDM IRAT4G5G FR),100*(DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_unsuccessful_responses_sent/DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_requests_recv),,"DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_IRAT4G5G_RAW.eric_udm_nudm_irat4g5g_requests_recv",,,Core,CCSM,Failure Ratio for Irat4g5g service (UDM IRAT4G5G FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for namf Events Service (UDM EVTS FR),100*(DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_unsuccessful_responses_sent/DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_requests_recv),,"DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_unsuccessful_responses_sent,DC_E_CCSM_UDM_NAMF_EVTS_RAW.eric_udm_namf_evts_requests_recv",,,Core,CCSM,Failure Ratio for namf Events Service (UDM EVTS FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for Mobile Terminated SMS Service (UDM MTSMS FR),100*(DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_unsuccessful_responses_sent/DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_requests_recv),,"DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_unsuccessful_responses_sent,DC_E_CCSM_UDM_NUDM_MTSMS_RAW.eric_udm_nudm_mtsms_requests_recv",,,Core,CCSM,Failure Ratio for Mobile Terminated SMS Service (UDM MTSMS FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
Failure Ratio for UDR Notify Service (UDM UDRNotif FR),100*(DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_unsuccessful_responses_sent/DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_requests_recv),,"DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_unsuccessful_responses_sent,DC_E_CCSM_UDM_UDR_NOTIFY_RAW.eric_udm_udr_notify_requests_recv",,,Core,CCSM,Failure Ratio for UDR Notify Service (UDM UDRNotif FR),KPI,,,,,Simple,,"OSS_ID,NE_NAME,MOID,ROWSTATUS,DC_TIMEZONE",,,
